id,name,full_name,owner_login,description,url,language,topics,stargazers_count,watchers_count,forks_count,open_issues_count,created_at,updated_at
1003849628,arduinoFFT,joelibaceta/arduinoFFT,joelibaceta,Fast Fourier Transform for Arduino,https://github.com/joelibaceta/arduinoFFT,,,0,0,0,0,2025-06-17T19:02:00Z,2025-06-17T19:02:00Z
975892300,arquitectura-de-software-g3,joelibaceta/arquitectura-de-software-g3,joelibaceta,,https://github.com/joelibaceta/arquitectura-de-software-g3,JavaScript,,2,2,0,0,2025-05-01T05:11:19Z,2025-05-19T23:14:56Z
456353393,art,joelibaceta/art,joelibaceta,🎨 ASCII art library for Python,https://github.com/joelibaceta/art,,,0,0,0,0,2022-02-07T04:10:14Z,2022-02-07T04:08:44Z
1066186361,astro-bot,joelibaceta/astro-bot,joelibaceta,"Un generador de horóscopos que no necesita cartas astrales ni oráculos místicos. Aquí tu destino se calcula con un modelo de lenguaje basado en trigramas (n-grama con n=3), que decide cada palabra en función de las dos anteriores.",https://github.com/joelibaceta/astro-bot,HTML,,1,1,0,0,2025-09-29T06:30:44Z,2025-09-29T10:04:53Z
177226865,audio-to-text-chrome,joelibaceta/audio-to-text-chrome,joelibaceta,,https://github.com/joelibaceta/audio-to-text-chrome,,,0,0,0,0,2019-03-23T00:45:52Z,2024-12-25T12:21:57Z
623055920,Auto-GPT,joelibaceta/Auto-GPT,joelibaceta,An experimental open-source attempt to make GPT-4 fully autonomous.,https://github.com/joelibaceta/Auto-GPT,,,0,0,0,0,2023-04-03T15:51:38Z,2024-12-25T15:17:42Z
702318733,autogen,joelibaceta/autogen,joelibaceta,Enable Next-Gen Large Language Model Applications. Join our Discord: https://discord.gg/pAbnFJrkgZ,https://github.com/joelibaceta/autogen,,,0,0,0,0,2023-10-09T04:56:40Z,2023-10-09T04:56:40Z
421261644,automatic-waddle,joelibaceta/automatic-waddle,joelibaceta,,https://github.com/joelibaceta/automatic-waddle,Python,,0,0,0,0,2021-10-26T03:07:29Z,2021-10-26T03:32:14Z
1088474004,awesome-llm-apps,joelibaceta/awesome-llm-apps,joelibaceta,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",https://github.com/joelibaceta/awesome-llm-apps,,,0,0,0,0,2025-11-03T02:26:03Z,2025-11-03T02:26:04Z
416114470,backend-codigo-10,joelibaceta/backend-codigo-10,joelibaceta,Repositorio para el modulo backend CodiGo,https://github.com/joelibaceta/backend-codigo-10,Python,"nodejs,python",1,1,1,0,2021-10-11T23:19:13Z,2021-12-17T00:47:18Z
475456446,backend-codigo-g6,joelibaceta/backend-codigo-g6,joelibaceta,,https://github.com/joelibaceta/backend-codigo-g6,CSS,,2,2,1,0,2022-03-29T13:30:41Z,2024-12-21T02:20:08Z
365936658,backend-codigo-virtual-6,joelibaceta/backend-codigo-virtual-6,joelibaceta,Repositorio oficial para el modulo de backend del grupo virtual 6,https://github.com/joelibaceta/backend-codigo-virtual-6,Jupyter Notebook,"backend,nodejs,python,tecsup",4,4,2,8,2021-05-10T06:12:23Z,2021-11-18T05:12:26Z
386767793,backend-g3-codigo,joelibaceta/backend-g3-codigo,joelibaceta,Repositorio del curso de Backend Tecsup,https://github.com/joelibaceta/backend-g3-codigo,Python,"backend,django,express,firebase,learning,mysql,nodejs,python,sqlite,tecsup",1,1,7,0,2021-07-16T21:25:31Z,2026-01-05T01:00:17Z
45146099,best_in_place,joelibaceta/best_in_place,joelibaceta,A RESTful unobtrusive jQuery Inplace-Editor and a helper as a Rails Gem,https://github.com/joelibaceta/best_in_place,Ruby,,0,0,0,0,2015-10-28T22:39:49Z,2015-10-28T22:39:50Z
281204586,beta,joelibaceta/beta,joelibaceta,primeras vistas,https://github.com/joelibaceta/beta,JavaScript,,0,0,0,0,2020-07-20T19:12:02Z,2020-07-21T09:05:18Z
887562061,BibliotecaArquitectura,joelibaceta/BibliotecaArquitectura,joelibaceta,Ejercicio Practico,https://github.com/joelibaceta/BibliotecaArquitectura,Java,,3,3,4,0,2024-11-12T22:21:32Z,2025-05-19T23:17:23Z
986642646,BibliotecaSinArquitectura,joelibaceta/BibliotecaSinArquitectura,joelibaceta,Primera Evaluación Practica,https://github.com/joelibaceta/BibliotecaSinArquitectura,Java,,0,0,8,7,2025-05-19T23:20:10Z,2025-05-19T23:44:30Z
1012201735,bigdata-lab,joelibaceta/bigdata-lab,joelibaceta,"Comprehensive resources and practical examples for learning Big Data concepts, technologies, and tools — including Hadoop, Spark, NoSQL, and data pipelines.",https://github.com/joelibaceta/bigdata-lab,,,0,0,0,0,2025-07-02T01:28:43Z,2025-09-15T09:55:32Z
662312871,Binance-volatility-trading-bot,joelibaceta/Binance-volatility-trading-bot,joelibaceta,This is a fully functioning Binance trading bot that measures the volatility of every coin on Binance and places trades with the highest gaining coins If you like this project consider donating though the Brave browser to allow me to continuously improve the script.,https://github.com/joelibaceta/Binance-volatility-trading-bot,,,0,0,0,0,2023-07-04T21:10:48Z,2023-07-04T21:10:48Z
1010232735,binary-intruder-model,joelibaceta/binary-intruder-model,joelibaceta,,https://github.com/joelibaceta/binary-intruder-model,Jupyter Notebook,,0,0,0,0,2025-06-28T16:25:37Z,2025-09-15T09:55:35Z
652282160,biopython,joelibaceta/biopython,joelibaceta,Official git repository for Biopython (originally converted from CVS),https://github.com/joelibaceta/biopython,,,0,0,0,0,2023-06-11T16:54:58Z,2024-12-25T11:58:30Z
876363288,BitNet,joelibaceta/BitNet,joelibaceta,Official inference framework for 1-bit LLMs,https://github.com/joelibaceta/BitNet,,,0,0,0,0,2024-10-21T20:56:52Z,2024-12-25T22:43:12Z
208279837,BlocksIDE,joelibaceta/BlocksIDE,joelibaceta,Complete Blocks js development environment including js to blocks and blocks to js conversions,https://github.com/joelibaceta/BlocksIDE,,,0,0,0,0,2019-09-13T14:20:57Z,2024-12-25T23:51:03Z
661430442,blog,joelibaceta/blog,joelibaceta,my personal blog,https://github.com/joelibaceta/blog,HTML,blog,0,0,0,0,2023-07-02T20:20:33Z,2023-07-02T20:54:05Z
192618112,bootcamp-cordapp,joelibaceta/bootcamp-cordapp,joelibaceta,,https://github.com/joelibaceta/bootcamp-cordapp,Java,,1,1,0,0,2019-06-18T22:00:36Z,2024-12-26T14:49:16Z
296895032,bosque-algorithms,joelibaceta/bosque-algorithms,joelibaceta,,https://github.com/joelibaceta/bosque-algorithms,,,0,0,0,0,2020-09-19T15:14:17Z,2020-09-19T15:14:22Z
295316570,bosque.tmbundle,joelibaceta/bosque.tmbundle,joelibaceta,Bosque Syntax Highlighting Plugin for Sublime Text,https://github.com/joelibaceta/bosque.tmbundle,,"bosque,bosque-lang,bosquelanguage,sublime-text,textmate,textmate-bundle",1,1,0,0,2020-09-14T05:48:54Z,2020-10-10T16:25:21Z
183496342,BosqueLanguage,joelibaceta/BosqueLanguage,joelibaceta,The Bosque programming language is an experiment in regularized design for a machine assisted rapid and reliable software development lifecycle. ,https://github.com/joelibaceta/BosqueLanguage,TypeScript,,0,0,0,0,2019-04-25T19:20:38Z,2021-04-22T17:53:34Z
44739991,bower-angular-animate,joelibaceta/bower-angular-animate,joelibaceta,Bower package for the AngularJS animation module,https://github.com/joelibaceta/bower-angular-animate,JavaScript,,0,0,0,0,2015-10-22T11:03:24Z,2015-10-22T11:03:27Z
145745980,brew,joelibaceta/brew,joelibaceta,🍺 The missing package manager for macOS,https://github.com/joelibaceta/brew,Ruby,,0,0,0,0,2018-08-22T18:14:28Z,2018-08-22T18:14:32Z
1106417315,browser-image-upscaler-x4,joelibaceta/browser-image-upscaler-x4,joelibaceta,,https://github.com/joelibaceta/browser-image-upscaler-x4,JavaScript,,0,0,0,0,2025-11-29T07:46:59Z,2025-11-29T15:58:36Z
343379857,bsq_docker_cloud,joelibaceta/bsq_docker_cloud,joelibaceta,,https://github.com/joelibaceta/bsq_docker_cloud,Dockerfile,,0,0,0,0,2021-03-01T10:43:11Z,2024-12-25T15:26:40Z
676243488,buk-from-0-to-1,joelibaceta/buk-from-0-to-1,joelibaceta,,https://github.com/joelibaceta/buk-from-0-to-1,Ruby,,0,0,0,0,2023-08-08T18:54:56Z,2023-08-08T18:55:03Z
212216777,BuscarEmpresasPeru,joelibaceta/BuscarEmpresasPeru,joelibaceta,CLI tool to search public info about a peruvian company ,https://github.com/joelibaceta/BuscarEmpresasPeru,Python,"empresas,peru,ruc",1,1,0,0,2019-10-01T23:15:16Z,2020-01-24T19:08:18Z
213427927,cachet-api,joelibaceta/cachet-api,joelibaceta,"A Node.js API client for Cachet, the open source status page system.",https://github.com/joelibaceta/cachet-api,,,0,0,0,0,2019-10-07T16:05:32Z,2019-10-07T16:05:34Z
384877494,calendso,joelibaceta/calendso,joelibaceta,The open-source Calendly alternative.,https://github.com/joelibaceta/calendso,,,0,0,0,0,2021-07-11T06:36:47Z,2021-07-11T06:36:48Z
40197359,cancancan,joelibaceta/cancancan,joelibaceta,"Continuation of CanCan, the authorization Gem for Ruby on Rails.",https://github.com/joelibaceta/cancancan,Ruby,,0,0,0,0,2015-08-04T17:00:34Z,2024-12-13T01:17:32Z
146263106,Canvas-Streaming-Example,joelibaceta/Canvas-Streaming-Example,joelibaceta,This project contains example code showing how to go live on Facebook using a <canvas> element as a source.,https://github.com/joelibaceta/Canvas-Streaming-Example,JavaScript,,0,0,0,0,2018-08-27T07:36:07Z,2024-12-25T15:26:40Z
1120802208,CanvasVM,joelibaceta/CanvasVM,joelibaceta,,https://github.com/joelibaceta/CanvasVM,Rust,,1,1,0,0,2025-12-22T00:57:04Z,2026-01-02T02:13:51Z
70095155,capitan,joelibaceta/capitan,joelibaceta,Proyecto para manejar recursos educativo,https://github.com/joelibaceta/capitan,CSS,,0,0,0,0,2016-10-05T20:07:16Z,2023-07-30T23:02:42Z
944253218,captcha-api,joelibaceta/captcha-api,joelibaceta,Open Source Captcha API,https://github.com/joelibaceta/captcha-api,,,0,0,0,0,2025-03-07T03:16:19Z,2025-03-07T03:16:20Z
517673475,carbon-lang,joelibaceta/carbon-lang,joelibaceta,"Carbon Language's main repository: documents, design, implementation, and related tools. (NOTE: Carbon Language is experimental; see README)",https://github.com/joelibaceta/carbon-lang,,,2,2,0,0,2022-07-25T13:19:57Z,2025-01-01T04:08:49Z
211200273,card,joelibaceta/card,joelibaceta,:credit_card: make your credit card form better in one line of code,https://github.com/joelibaceta/card,,,0,0,0,0,2019-09-26T23:53:45Z,2024-12-13T01:05:57Z
87549972,cart-opencart,joelibaceta/cart-opencart,joelibaceta,Cart OpenCart - Mercado Pago Module,https://github.com/joelibaceta/cart-opencart,PHP,"mercadopago,opencart",0,0,0,0,2017-04-07T13:44:05Z,2017-04-07T13:47:41Z
1005788992,car_racer_gym,joelibaceta/car_racer_gym,joelibaceta,"Apply major Reinforcement Learning algorithms (DQN,PPO,A2C) to CarRacing-v0 from GymAI environment. ",https://github.com/joelibaceta/car_racer_gym,,,0,0,0,0,2025-06-20T20:27:24Z,2025-06-20T20:27:24Z
370522807,cat-resizer,joelibaceta/cat-resizer,joelibaceta,,https://github.com/joelibaceta/cat-resizer,Python,,0,0,1,0,2021-05-25T00:49:07Z,2021-05-25T00:56:17Z
243583328,causaconf,joelibaceta/causaconf,joelibaceta,,https://github.com/joelibaceta/causaconf,,,0,0,0,0,2020-02-27T18:05:05Z,2020-02-27T18:05:07Z
128453405,checkout-transparente,joelibaceta/checkout-transparente,joelibaceta,Implementação do Checkout Transparente Mercado Pago em PHP para pagamento com cartão,https://github.com/joelibaceta/checkout-transparente,PHP,,0,0,1,0,2018-04-06T19:22:01Z,2018-04-06T19:22:59Z
159260797,chroma-key-js,joelibaceta/chroma-key-js,joelibaceta,And example about to how to read a video html element and replace green pixels to simulate a chroma key effect,https://github.com/joelibaceta/chroma-key-js,JavaScript,"canvas,chroma-key,html5,javascript,video",1,1,2,0,2018-11-27T02:02:14Z,2019-05-02T21:12:25Z
1105670234,cifar-homework,joelibaceta/cifar-homework,joelibaceta,,https://github.com/joelibaceta/cifar-homework,Jupyter Notebook,,0,0,0,0,2025-11-28T01:32:54Z,2025-11-28T02:16:00Z
179312372,Classify-HandGesturePose,joelibaceta/Classify-HandGesturePose,joelibaceta,Network to classify hand gesture poses.,https://github.com/joelibaceta/Classify-HandGesturePose,Python,,0,0,0,0,2019-04-03T14:54:40Z,2019-04-03T14:54:43Z
68732235,cleverbot-node,joelibaceta/cleverbot-node,joelibaceta,Cleverbot client in node.js,https://github.com/joelibaceta/cleverbot-node,JavaScript,,0,0,0,0,2016-09-20T16:38:04Z,2016-09-20T16:38:05Z
59303389,code-examples,joelibaceta/code-examples,joelibaceta,Fully functional MercadoPago's integration code examples,https://github.com/joelibaceta/code-examples,Java,,2,2,0,0,2016-05-20T14:59:09Z,2025-01-01T13:32:04Z
60216658,codebasket,joelibaceta/codebasket,joelibaceta,Client-side interface for CodePicnic's consoles. It can be used as a simple web-based editor or as a web UI for other Docker-container-as-a-services.,https://github.com/joelibaceta/codebasket,JavaScript,,0,0,0,0,2016-06-01T23:08:37Z,2024-12-25T23:39:56Z
59422459,CodeChallenges,joelibaceta/CodeChallenges,joelibaceta,Series of Code Challenges to improve in Ruby,https://github.com/joelibaceta/CodeChallenges,Ruby,,0,0,0,0,2016-05-22T16:29:16Z,2016-05-22T16:29:18Z
1068151079,codename-vera,joelibaceta/codename-vera,joelibaceta,,https://github.com/joelibaceta/codename-vera,,,0,0,0,0,2025-10-01T23:50:14Z,2025-10-01T23:50:14Z
72479376,coders_peru_bot,joelibaceta/coders_peru_bot,joelibaceta,Bot para el Slack de Coders Peru,https://github.com/joelibaceta/coders_peru_bot,,,0,0,1,0,2016-10-31T21:26:44Z,2024-12-25T11:59:22Z
157858156,CodingWorldPage,joelibaceta/CodingWorldPage,joelibaceta,,https://github.com/joelibaceta/CodingWorldPage,HTML,,0,0,0,0,2018-11-16T11:26:36Z,2024-12-25T11:58:30Z
157726770,CodingWorldPink,joelibaceta/CodingWorldPink,joelibaceta,,https://github.com/joelibaceta/CodingWorldPink,HTML,,0,0,0,0,2018-11-15T14:46:08Z,2024-12-25T11:59:22Z
464667919,colaborativo,joelibaceta/colaborativo,joelibaceta,,https://github.com/joelibaceta/colaborativo,,,1,1,0,1,2022-02-28T22:43:39Z,2023-03-07T13:25:37Z
944269753,collection,joelibaceta/collection,joelibaceta,Collection of Hyperdimensional Computing Projects,https://github.com/joelibaceta/collection,,,0,0,0,0,2025-03-07T04:09:15Z,2025-03-07T04:09:15Z
58742979,colorize,joelibaceta/colorize,joelibaceta,"Ruby string class extension. It add some methods to set color, background color and text effect on console easier using ANSI escape sequences.",https://github.com/joelibaceta/colorize,Ruby,,0,0,0,0,2016-05-13T13:29:48Z,2016-05-13T13:29:49Z
157483191,community-starter-kit,joelibaceta/community-starter-kit,joelibaceta,Community Starter Kit Repo,https://github.com/joelibaceta/community-starter-kit,,probot,0,0,1,0,2018-11-14T03:12:15Z,2018-11-14T03:28:15Z
58972955,console-demo,joelibaceta/console-demo,joelibaceta,,https://github.com/joelibaceta/console-demo,Ruby,,0,0,0,0,2016-05-16T22:42:27Z,2016-05-16T23:25:12Z
741289483,crewAI,joelibaceta/crewAI,joelibaceta,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",https://github.com/joelibaceta/crewAI,,,1,1,0,0,2024-01-10T04:49:28Z,2024-12-25T23:43:35Z
184135930,crystal,joelibaceta/crystal,joelibaceta,The Crystal Programming Language,https://github.com/joelibaceta/crystal,Crystal,,0,0,0,0,2019-04-29T20:03:37Z,2019-04-29T20:03:43Z
972377384,CS224N-PyTorch-Tutorial-,joelibaceta/CS224N-PyTorch-Tutorial-,joelibaceta,,https://github.com/joelibaceta/CS224N-PyTorch-Tutorial-,Jupyter Notebook,,1,1,0,0,2025-04-25T01:32:23Z,2025-04-25T02:47:00Z
45328464,CSSgram,joelibaceta/CSSgram,joelibaceta,CSS library for Instagram filters,https://github.com/joelibaceta/CSSgram,CSS,,0,0,0,0,2015-11-01T04:43:40Z,2015-11-01T04:43:40Z
284182354,cssuob.github.io,joelibaceta/cssuob.github.io,joelibaceta,"CSS website with posts, events, and more! :tada: :tada:",https://github.com/joelibaceta/cssuob.github.io,HTML,,0,0,0,0,2020-08-01T03:59:24Z,2020-08-01T05:39:28Z
217626374,culqi-batch-cardtoken-generator,joelibaceta/culqi-batch-cardtoken-generator,joelibaceta,Una herramienta que permite generar card tokens múltiples a partir de una lista de tarjetas,https://github.com/joelibaceta/culqi-batch-cardtoken-generator,,,0,0,0,0,2019-10-25T23:00:40Z,2019-10-25T23:00:43Z
193035613,culqi-dotnet-sdk,joelibaceta/culqi-dotnet-sdk,joelibaceta,Unofficial .Net Culqi SDK [WIP],https://github.com/joelibaceta/culqi-dotnet-sdk,C#,"culqui,dotnet,nuget,sdk",0,0,0,0,2019-06-21T05:23:08Z,2019-06-21T07:09:15Z
193034106,culqi-php-sdk,joelibaceta/culqi-php-sdk,joelibaceta,Unofficial Culqui PHP - SDK,https://github.com/joelibaceta/culqi-php-sdk,PHP,"composer,culqui,php,sdk",0,0,0,0,2019-06-21T05:08:42Z,2019-06-21T05:13:21Z
101113798,culqi-ruby,joelibaceta/culqi-ruby,joelibaceta,Biblioteca de Culqi en Ruby,https://github.com/joelibaceta/culqi-ruby,Ruby,,0,0,0,0,2017-08-22T22:43:25Z,2017-08-22T22:43:26Z
204986886,culqi-token-generator,joelibaceta/culqi-token-generator,joelibaceta,Generador de tokens,https://github.com/joelibaceta/culqi-token-generator,JavaScript,,0,0,1,0,2019-08-28T17:28:56Z,2020-01-26T00:19:16Z
160323413,cumulus,joelibaceta/cumulus,joelibaceta,Cumulus Framework + Cumulus API,https://github.com/joelibaceta/cumulus,JavaScript,,0,0,0,0,2018-12-04T08:24:28Z,2018-12-04T08:24:32Z
502261347,DALL-E,joelibaceta/DALL-E,joelibaceta,PyTorch package for the discrete VAE used for DALL·E.,https://github.com/joelibaceta/DALL-E,,,1,1,0,0,2022-06-11T05:41:42Z,2023-03-07T13:25:37Z
494217103,DALLE2-pytorch,joelibaceta/DALLE2-pytorch,joelibaceta,"Implementation of DALL-E 2, OpenAI's updated text-to-image synthesis neural network,  in Pytorch",https://github.com/joelibaceta/DALLE2-pytorch,,,1,1,0,0,2022-05-19T20:18:10Z,2023-03-07T13:25:37Z
799468435,dart-to-ino,joelibaceta/dart-to-ino,joelibaceta,,https://github.com/joelibaceta/dart-to-ino,Dart,,0,0,0,0,2024-05-12T08:35:48Z,2024-05-12T09:26:35Z
41258621,dashing-rails,joelibaceta/dashing-rails,joelibaceta,The exceptionally handsome dashboard framework for Rails.,https://github.com/joelibaceta/dashing-rails,Ruby,,0,0,0,0,2015-08-23T17:01:23Z,2015-08-23T17:01:24Z
58338720,db,joelibaceta/db,joelibaceta,,https://github.com/joelibaceta/db,Ruby,,0,0,1,0,2016-05-09T00:56:46Z,2016-05-09T00:56:47Z
900542292,ddd-slides,joelibaceta/ddd-slides,joelibaceta,Domain-Driven Design Slides,https://github.com/joelibaceta/ddd-slides,,,0,0,0,0,2024-12-09T02:18:39Z,2024-12-09T02:18:39Z
533118709,debugpy,joelibaceta/debugpy,joelibaceta,An implementation of the Debug Adapter Protocol for Python,https://github.com/joelibaceta/debugpy,,,1,1,0,0,2022-09-06T01:36:24Z,2023-03-07T13:25:37Z
368922245,demo,joelibaceta/demo,joelibaceta,,https://github.com/joelibaceta/demo,,,0,0,0,0,2021-05-19T15:47:27Z,2024-05-20T14:46:02Z
211193808,demo-culqi-js,joelibaceta/demo-culqi-js,joelibaceta,,https://github.com/joelibaceta/demo-culqi-js,HTML,"culqi,culqijs,demo",0,0,0,0,2019-09-26T22:48:53Z,2019-09-27T21:56:08Z
149349144,demo-dotnet-preference,joelibaceta/demo-dotnet-preference,joelibaceta,An example about to how to create a preference using MercadoPago sdk for .net,https://github.com/joelibaceta/demo-dotnet-preference,C#,,0,0,0,0,2018-09-18T20:37:22Z,2018-09-18T20:58:02Z
471054059,demo-fb-login,joelibaceta/demo-fb-login,joelibaceta,,https://github.com/joelibaceta/demo-fb-login,,,1,1,0,0,2022-03-17T16:15:35Z,2023-03-07T13:25:37Z
431292007,demo-heroku,joelibaceta/demo-heroku,joelibaceta,,https://github.com/joelibaceta/demo-heroku,Python,,0,0,0,0,2021-11-24T00:03:26Z,2024-12-24T09:42:20Z
87641055,demo-opencart,joelibaceta/demo-opencart,joelibaceta,A demo about using the new mp sdk in opencart,https://github.com/joelibaceta/demo-opencart,,,0,0,0,0,2017-04-08T14:47:38Z,2017-04-08T14:47:38Z
1121410456,demo-web-client-mtls,joelibaceta/demo-web-client-mtls,joelibaceta,,https://github.com/joelibaceta/demo-web-client-mtls,Java,,0,0,0,0,2025-12-23T00:31:40Z,2026-02-02T18:12:16Z
221997204,demo-webhooks,joelibaceta/demo-webhooks,joelibaceta,,https://github.com/joelibaceta/demo-webhooks,,,0,0,0,0,2019-11-15T20:22:39Z,2019-11-15T20:22:43Z
196093759,developer-roadmap,joelibaceta/developer-roadmap,joelibaceta,Roadmap to becoming a web developer in 2019,https://github.com/joelibaceta/developer-roadmap,,,1,1,0,0,2019-07-09T22:42:53Z,2024-12-25T23:51:04Z
778527270,devika,joelibaceta/devika,joelibaceta,"Devika is an Agentic AI Software Engineer that can understand high-level human instructions, break them down into steps, research relevant information, and write code to achieve the given objective. Devika aims to be a competitive open-source alternative to Devin by Cognition AI.",https://github.com/joelibaceta/devika,,,0,0,0,0,2024-03-27T22:12:09Z,2024-03-27T22:12:09Z
18610870,devise_oauth2_providable,joelibaceta/devise_oauth2_providable,joelibaceta,Rails3 engine integrating OAuth2 authentication with Devise,https://github.com/joelibaceta/devise_oauth2_providable,Ruby,,0,0,0,0,2014-04-09T19:51:29Z,2024-12-25T23:43:35Z
1086615594,diagram-as-code,joelibaceta/diagram-as-code,joelibaceta,Diagram-as-code for AWS architecture.,https://github.com/joelibaceta/diagram-as-code,,,0,0,0,0,2025-10-30T16:57:25Z,2025-10-30T16:57:25Z
1071810622,dilema-del-prisionero,joelibaceta/dilema-del-prisionero,joelibaceta,,https://github.com/joelibaceta/dilema-del-prisionero,TypeScript,dilema-del-prisionero,0,0,0,5,2025-10-07T21:01:44Z,2025-10-08T05:33:43Z
532764610,dino,joelibaceta/dino,joelibaceta,Dino is a ruby gem that helps you bootstrap prototyping with an Arduino,https://github.com/joelibaceta/dino,,,0,0,0,0,2022-09-05T06:04:18Z,2022-03-11T19:41:17Z
382249898,django-field-cypher-demo,joelibaceta/django-field-cypher-demo,joelibaceta,An experiment about building a custom encrypted field,https://github.com/joelibaceta/django-field-cypher-demo,Python,"custom-field,cypher,django",0,0,1,0,2021-07-02T06:17:35Z,2021-08-10T10:30:11Z
526111287,django-tabbed-admin,joelibaceta/django-tabbed-admin,joelibaceta,Easily add tabs to django admin forms,https://github.com/joelibaceta/django-tabbed-admin,,,1,1,0,0,2022-08-18T07:51:58Z,2023-03-07T13:25:37Z
736814120,DJITelloPy,joelibaceta/DJITelloPy,joelibaceta,DJI Tello drone python interface using the official Tello SDK. Feel free to contribute! ,https://github.com/joelibaceta/DJITelloPy,,,0,0,0,0,2023-12-29T00:38:11Z,2023-12-29T00:38:11Z
85218109,dnn,joelibaceta/dnn,joelibaceta,"Deep learning library for node.js. (Includes Logistic-Regression, MLP, RBM, DBN, CRBM, CDBN)",https://github.com/joelibaceta/dnn,JavaScript,,0,0,0,0,2017-03-16T16:29:36Z,2017-03-16T16:29:37Z
75761280,doc-mp-java-lab,joelibaceta/doc-mp-java-lab,joelibaceta,,https://github.com/joelibaceta/doc-mp-java-lab,CSS,,0,0,0,0,2016-12-06T18:52:54Z,2016-12-16T17:39:02Z
913566154,docker-flask-sample-app,joelibaceta/docker-flask-sample-app,joelibaceta,,https://github.com/joelibaceta/docker-flask-sample-app,,,1,1,0,0,2025-01-07T23:51:13Z,2025-01-13T02:12:58Z
230951814,dockerized-magento,joelibaceta/dockerized-magento,joelibaceta,A dockerized Magento Community Edition 1.9.x,https://github.com/joelibaceta/dockerized-magento,,,0,0,0,0,2019-12-30T17:07:48Z,2019-12-30T17:07:53Z
218866333,docusaurus,joelibaceta/docusaurus,joelibaceta,Easy to maintain open source documentation websites.,https://github.com/joelibaceta/docusaurus,,,0,0,0,0,2019-10-31T21:40:51Z,2019-10-31T21:40:52Z
91094585,docx_replace,joelibaceta/docx_replace,joelibaceta,Find and replace variables inside a Microsoft Word document (.docx) template,https://github.com/joelibaceta/docx_replace,Ruby,,0,0,0,0,2017-05-12T13:32:20Z,2017-05-12T13:32:21Z
168211579,draw,joelibaceta/draw,joelibaceta,,https://github.com/joelibaceta/draw,,,0,0,0,0,2019-01-29T19:07:29Z,2019-01-29T19:43:44Z
64577094,draw-ruby,joelibaceta/draw-ruby,joelibaceta,,https://github.com/joelibaceta/draw-ruby,,,0,0,0,0,2016-07-31T04:36:55Z,2016-07-31T04:37:10Z
904035979,drogon,joelibaceta/drogon,joelibaceta,Drogon: A C++14/17/20 based HTTP web application framework running on Linux/macOS/Unix/Windows,https://github.com/joelibaceta/drogon,,,1,1,0,0,2024-12-16T06:07:43Z,2025-01-13T02:13:07Z
880031270,dummy_mia-2024ii-a,joelibaceta/dummy_mia-2024ii-a,joelibaceta,Repositorio de prueba,https://github.com/joelibaceta/dummy_mia-2024ii-a,,,0,0,0,0,2024-10-29T01:38:06Z,2024-10-29T01:38:06Z
64852995,dx-ruby,joelibaceta/dx-ruby,joelibaceta,MercadoPago SDK Ruby - BETA,https://github.com/joelibaceta/dx-ruby,Ruby,,0,0,0,0,2016-08-03T14:34:40Z,2018-02-06T15:20:47Z
235508284,earthquake-monitor,joelibaceta/earthquake-monitor,joelibaceta,A simple earthquake monitor app for Apple Watch only [WIP],https://github.com/joelibaceta/earthquake-monitor,Swift,"earthquake,monitor,swift,watchkit",4,4,0,0,2020-01-22T05:53:47Z,2023-08-15T06:16:41Z
57049873,ecommerce-demo,joelibaceta/ecommerce-demo,joelibaceta,,https://github.com/joelibaceta/ecommerce-demo,JavaScript,,0,0,1,1,2016-04-25T14:45:12Z,2016-04-27T13:55:24Z
159648553,edex-ui,joelibaceta/edex-ui,joelibaceta,A science fiction terminal emulator designed for large touchscreens that runs on all major OSs.,https://github.com/joelibaceta/edex-ui,JavaScript,,0,0,0,0,2018-11-29T10:28:28Z,2018-11-29T10:28:30Z
1065858994,ejercicio-analisis-de-ventas,joelibaceta/ejercicio-analisis-de-ventas,joelibaceta,Ejercicio de análisis de ventas,https://github.com/joelibaceta/ejercicio-analisis-de-ventas,Jupyter Notebook,,0,0,1,0,2025-09-28T15:14:06Z,2025-09-28T18:53:27Z
913557101,elixir-sample-app,joelibaceta/elixir-sample-app,joelibaceta,,https://github.com/joelibaceta/elixir-sample-app,Elixir,,1,1,0,0,2025-01-07T23:12:24Z,2025-01-13T02:12:59Z
282013430,empty,joelibaceta/empty,joelibaceta,,https://github.com/joelibaceta/empty,,,0,0,0,0,2020-07-23T17:21:20Z,2020-07-23T17:21:20Z
898225729,EstructuraProyectoArquitectura,joelibaceta/EstructuraProyectoArquitectura,joelibaceta,,https://github.com/joelibaceta/EstructuraProyectoArquitectura,,,2,2,0,0,2024-12-04T02:34:58Z,2025-08-16T03:15:20Z
1007413668,event-replay-pattern-sample,joelibaceta/event-replay-pattern-sample,joelibaceta,,https://github.com/joelibaceta/event-replay-pattern-sample,HTML,,0,0,0,0,2025-06-24T00:52:10Z,2025-09-15T09:55:38Z
57311850,eventer,joelibaceta/eventer,joelibaceta,Gestor de Eventos,https://github.com/joelibaceta/eventer,CSS,,0,0,0,0,2016-04-28T15:20:20Z,2016-04-28T15:20:21Z
